Date,Principal,Total_Deposits,Rate,Daily_Interest,Cumulative_Interest,Additional_Deposit,Is_Quarter_End,Total_Value,Calculation_Notes
2025-03-23,65633.33249600134,57345,0.09,16.183561437370194,1313.377638616253,0,False,66946.71013461759,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-03-24,65633.33249600134,57345,0.09,16.183561437370194,1329.5612000536232,0,False,66962.89369605496,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-03-25,65633.33249600134,57345,0.09,16.183561437370194,1345.7447614909934,0,False,66979.07725749233,"Daily interest on R65,633.33 @ 9.00% p.a."
2025-03-26,66433.33249600134,58145,0.09,16.380821711342797,1362.1255832023362,800,False,67795.45807920367,"Daily interest on R66,433.33 @ 9.00% p.a."
2025-03-27,66433.33249600134,58145,0.09,16.380821711342797,1378.506404913679,0,False,67811.83890091503,"Daily interest on R66,433.33 @ 9.00% p.a."
2025-03-28,66433.33249600134,58145,0.09,16.380821711342797,1394.8872266250219,0,False,67828.21972262637,"Daily interest on R66,433.33 @ 9.00% p.a."
2025-03-29,66433.33249600134,58145,0.09,16.380821711342797,1411.2680483363647,0,False,67844.6005443377,"Daily interest on R66,433.33 @ 9.00% p.a."
2025-03-30,66433.33249600134,58145,0.09,16.380821711342797,1427.6488700477075,0,False,67860.98136604905,"Daily interest on R66,433.33 @ 9.00% p.a."
2025-03-31,66433.33249600134,58145,0.09,16.380821711342797,1444.0296917590504,0,True,67877.36218776039,"Daily interest on R66,433.33 @ 9.00% p.a."
2025-04-01,67877.36218776039,58145,0.0925,17.201797266761194,17.201797266761194,0,False,67894.56398502715,"Daily interest on R67,877.36 @ 9.25% p.a."
2025-04-02,67877.36218776039,58145,0.0925,17.201797266761194,34.40359453352239,0,False,67911.7657822939,"Daily interest on R67,877.36 @ 9.25% p.a."
2025-04-03,67877.36218776039,58145,0.0925,17.201797266761194,51.605391800283584,0,False,67928.96757956067,"Daily interest on R67,877.36 @ 9.25% p.a."
2025-04-04,67877.36218776039,58145,0.0925,17.201797266761194,68.80718906704477,0,False,67946.16937682743,"Daily interest on R67,877.36 @ 9.25% p.a."
2025-04-05,67877.36218776039,58145,0.0925,17.201797266761194,86.00898633380596,0,False,67963.3711740942,"Daily interest on R67,877.36 @ 9.25% p.a."
2025-04-06,67877.36218776039,58145,0.0925,17.201797266761194,103.21078360056715,0,False,67980.57297136096,"Daily interest on R67,877.36 @ 9.25% p.a."
2025-04-07,67877.36218776039,58145,0.0925,17.201797266761194,120.41258086732834,0,False,67997.77476862771,"Daily interest on R67,877.36 @ 9.25% p.a."
2025-04-08,67877.36218776039,58145,0.0925,17.201797266761194,137.61437813408955,0,False,68014.97656589448,"Daily interest on R67,877.36 @ 9.25% p.a."
2025-04-09,67877.36218776039,58145,0.0925,17.201797266761194,154.81617540085074,0,False,68032.17836316123,"Daily interest on R67,877.36 @ 9.25% p.a."
2025-04-10,67877.36218776039,58145,0.0925,17.201797266761194,172.01797266761193,0,False,68049.380160428,"Daily interest on R67,877.36 @ 9.25% p.a."
2025-04-11,67877.36218776039,58145,0.0925,17.201797266761194,189.21976993437312,0,False,68066.58195769475,"Daily interest on R67,877.36 @ 9.25% p.a."
2025-04-12,67877.36218776039,58145,0.0925,17.201797266761194,206.4215672011343,0,False,68083.78375496152,"Daily interest on R67,877.36 @ 9.25% p.a."
2025-04-13,67877.36218776039,58145,0.0925,17.201797266761194,223.6233644678955,0,False,68100.98555222829,"Daily interest on R67,877.36 @ 9.25% p.a."
2025-04-14,67877.36218776039,58145,0.0925,17.201797266761194,240.8251617346567,0,False,68118.18734949504,"Daily interest on R67,877.36 @ 9.25% p.a."
2025-04-15,67877.36218776039,58145,0.0925,17.201797266761194,258.0269590014179,0,False,68135.38914676181,"Daily interest on R67,877.36 @ 9.25% p.a."
2025-04-16,67877.36218776039,58145,0.0925,17.201797266761194,275.2287562681791,0,False,68152.59094402856,"Daily interest on R67,877.36 @ 9.25% p.a."
2025-04-17,67877.36218776039,58145,0.0925,17.201797266761194,292.4305535349403,0,False,68169.79274129533,"Daily interest on R67,877.36 @ 9.25% p.a."
2025-04-18,67877.36218776039,58145,0.0925,17.201797266761194,309.63235080170153,0,False,68186.9945385621,"Daily interest on R67,877.36 @ 9.25% p.a."
2025-04-19,67877.36218776039,58145,0.0925,17.201797266761194,326.83414806846275,0,False,68204.19633582885,"Daily interest on R67,877.36 @ 9.25% p.a."
2025-04-20,67877.36218776039,58145,0.0925,17.201797266761194,344.03594533522397,0,False,68221.39813309562,"Daily interest on R67,877.36 @ 9.25% p.a."
2025-04-21,67877.36218776039,58145,0.0925,17.201797266761194,361.2377426019852,0,False,68238.59993036237,"Daily interest on R67,877.36 @ 9.25% p.a."
2025-04-22,67877.36218776039,58145,0.0925,17.201797266761194,378.4395398687464,0,False,68255.80172762914,"Daily interest on R67,877.36 @ 9.25% p.a."
2025-04-23,67877.36218776039,58145,0.0925,17.201797266761194,395.6413371355076,0,False,68273.00352489589,"Daily interest on R67,877.36 @ 9.25% p.a."
2025-04-24,67877.36218776039,58145,0.0925,17.201797266761194,412.84313440226884,0,False,68290.20532216266,"Daily interest on R67,877.36 @ 9.25% p.a."
2025-04-25,67877.36218776039,58145,0.0925,17.201797266761194,430.04493166903006,0,False,68307.40711942942,"Daily interest on R67,877.36 @ 9.25% p.a."
2025-04-26,67877.36218776039,58145,0.0925,17.201797266761194,447.2467289357913,0,False,68324.60891669618,"Daily interest on R67,877.36 @ 9.25% p.a."
2025-04-27,67877.36218776039,58145,0.0925,17.201797266761194,464.4485262025525,0,False,68341.81071396294,"Daily interest on R67,877.36 @ 9.25% p.a."
2025-04-28,67877.36218776039,58145,0.0925,17.201797266761194,481.6503234693137,0,False,68359.0125112297,"Daily interest on R67,877.36 @ 9.25% p.a."
2025-04-29,68777.36218776039,59045,0.0925,17.42987945854202,499.08020292785574,900,False,69276.44239068824,"Daily interest on R68,777.36 @ 9.25% p.a."
2025-04-30,68777.36218776039,59045,0.0925,17.42987945854202,516.5100823863977,0,False,69293.87227014679,"Daily interest on R68,777.36 @ 9.25% p.a."
2025-05-01,68777.36218776039,59045,0.0925,17.42987945854202,533.9399618449397,0,False,69311.30214960533,"Daily interest on R68,777.36 @ 9.25% p.a."
2025-05-02,68777.36218776039,59045,0.0925,17.42987945854202,551.3698413034817,0,False,69328.73202906387,"Daily interest on R68,777.36 @ 9.25% p.a."
2025-05-03,68777.36218776039,59045,0.0925,17.42987945854202,568.7997207620238,0,False,69346.16190852241,"Daily interest on R68,777.36 @ 9.25% p.a."
2025-05-04,68777.36218776039,59045,0.0925,17.42987945854202,586.2296002205658,0,False,69363.59178798096,"Daily interest on R68,777.36 @ 9.25% p.a."
2025-05-05,68777.36218776039,59045,0.0925,17.42987945854202,603.6594796791078,0,False,69381.02166743949,"Daily interest on R68,777.36 @ 9.25% p.a."
2025-05-06,68777.36218776039,59045,0.0925,17.42987945854202,621.0893591376498,0,False,69398.45154689804,"Daily interest on R68,777.36 @ 9.25% p.a."
2025-05-07,68777.36218776039,59045,0.0925,17.42987945854202,638.5192385961918,0,False,69415.88142635657,"Daily interest on R68,777.36 @ 9.25% p.a."
2025-05-08,68777.36218776039,59045,0.0925,17.42987945854202,655.9491180547338,0,False,69433.31130581512,"Daily interest on R68,777.36 @ 9.25% p.a."
2025-05-09,68777.36218776039,59045,0.0925,17.42987945854202,673.3789975132759,0,False,69450.74118527367,"Daily interest on R68,777.36 @ 9.25% p.a."
2025-05-10,68777.36218776039,59045,0.0925,17.42987945854202,690.8088769718179,0,False,69468.1710647322,"Daily interest on R68,777.36 @ 9.25% p.a."
2025-05-11,68777.36218776039,59045,0.0925,17.42987945854202,708.2387564303599,0,False,69485.60094419075,"Daily interest on R68,777.36 @ 9.25% p.a."
2025-05-12,68777.36218776039,59045,0.0925,17.42987945854202,725.6686358889019,0,False,69503.03082364929,"Daily interest on R68,777.36 @ 9.25% p.a."
2025-05-13,68777.36218776039,59045,0.0925,17.42987945854202,743.0985153474439,0,False,69520.46070310783,"Daily interest on R68,777.36 @ 9.25% p.a."
2025-05-14,68777.36218776039,59045,0.0925,17.42987945854202,760.528394805986,0,False,69537.89058256637,"Daily interest on R68,777.36 @ 9.25% p.a."
2025-05-15,68777.36218776039,59045,0.0925,17.42987945854202,777.958274264528,0,False,69555.32046202492,"Daily interest on R68,777.36 @ 9.25% p.a."
2025-05-16,69777.36218776039,60045,0.0925,17.683304116076265,795.6415783806042,1000,False,70573.00376614099,"Daily interest on R69,777.36 @ 9.25% p.a."
2025-05-17,69777.36218776039,60045,0.0925,17.683304116076265,813.3248824966804,0,False,70590.68707025707,"Daily interest on R69,777.36 @ 9.25% p.a."
2025-05-18,69777.36218776039,60045,0.0925,17.683304116076265,831.0081866127566,0,False,70608.37037437315,"Daily interest on R69,777.36 @ 9.25% p.a."
2025-05-19,69777.36218776039,60045,0.0925,17.683304116076265,848.6914907288328,0,False,70626.05367848922,"Daily interest on R69,777.36 @ 9.25% p.a."
2025-05-20,69777.36218776039,60045,0.0925,17.683304116076265,866.374794844909,0,False,70643.7369826053,"Daily interest on R69,777.36 @ 9.25% p.a."
2025-05-21,69777.36218776039,60045,0.0925,17.683304116076265,884.0580989609853,0,False,70661.42028672138,"Daily interest on R69,777.36 @ 9.25% p.a."
2025-05-22,69777.36218776039,60045,0.0925,17.683304116076265,901.7414030770615,0,False,70679.10359083745,"Daily interest on R69,777.36 @ 9.25% p.a."
2025-05-23,70477.36218776039,60745,0.0925,17.860701376350235,919.6021044534117,700,False,71396.9642922138,"Daily interest on R70,477.36 @ 9.25% p.a."
2025-05-24,70477.36218776039,60745,0.0925,17.860701376350235,937.4628058297619,0,False,71414.82499359015,"Daily interest on R70,477.36 @ 9.25% p.a."
2025-05-25,70477.36218776039,60745,0.0925,17.860701376350235,955.3235072061121,0,False,71432.6856949665,"Daily interest on R70,477.36 @ 9.25% p.a."
2025-05-26,70477.36218776039,60745,0.0925,17.860701376350235,973.1842085824624,0,False,71450.54639634285,"Daily interest on R70,477.36 @ 9.25% p.a."
2025-05-27,70477.36218776039,60745,0.0925,17.860701376350235,991.0449099588126,0,False,71468.4070977192,"Daily interest on R70,477.36 @ 9.25% p.a."
2025-05-28,70477.36218776039,60745,0.0925,17.860701376350235,1008.9056113351628,0,False,71486.26779909556,"Daily interest on R70,477.36 @ 9.25% p.a."
2025-05-29,70477.36218776039,60745,0.0925,17.860701376350235,1026.7663127115131,0,False,71504.1285004719,"Daily interest on R70,477.36 @ 9.25% p.a."
2025-05-30,70477.36218776039,60745,0.0925,17.860701376350235,1044.6270140878635,0,False,71521.98920184825,"Daily interest on R70,477.36 @ 9.25% p.a."
2025-05-31,70477.36218776039,60745,0.0925,17.860701376350235,1062.4877154642138,0,False,71539.8499032246,"Daily interest on R70,477.36 @ 9.25% p.a."
2025-06-01,70477.36218776039,60745,0.0925,17.860701376350235,1080.3484168405641,0,False,71557.71060460096,"Daily interest on R70,477.36 @ 9.25% p.a."
2025-06-02,70477.36218776039,60745,0.0925,17.860701376350235,1098.2091182169145,0,False,71575.5713059773,"Daily interest on R70,477.36 @ 9.25% p.a."
2025-06-03,71777.36218776039,62045,0.0925,18.190153431144758,1116.3992716480593,1300,False,72893.76145940844,"Daily interest on R71,777.36 @ 9.25% p.a."
2025-06-04,71777.36218776039,62045,0.0925,18.190153431144758,1134.5894250792041,0,False,72911.95161283959,"Daily interest on R71,777.36 @ 9.25% p.a."
2025-06-05,71777.36218776039,62045,0.0925,18.190153431144758,1152.779578510349,0,False,72930.14176627074,"Daily interest on R71,777.36 @ 9.25% p.a."
2025-06-06,71777.36218776039,62045,0.0925,18.190153431144758,1170.9697319414938,0,False,72948.33191970189,"Daily interest on R71,777.36 @ 9.25% p.a."
2025-06-07,71777.36218776039,62045,0.0925,18.190153431144758,1189.1598853726387,0,False,72966.52207313302,"Daily interest on R71,777.36 @ 9.25% p.a."
2025-06-08,71777.36218776039,62045,0.0925,18.190153431144758,1207.3500388037835,0,False,72984.71222656417,"Daily interest on R71,777.36 @ 9.25% p.a."
2025-06-09,71777.36218776039,62045,0.0925,18.190153431144758,1225.5401922349283,0,False,73002.90237999531,"Daily interest on R71,777.36 @ 9.25% p.a."
2025-06-10,71777.36218776039,62045,0.0925,18.190153431144758,1243.7303456660732,0,False,73021.09253342646,"Daily interest on R71,777.36 @ 9.25% p.a."
2025-06-11,71777.36218776039,62045,0.0925,18.190153431144758,1261.920499097218,0,False,73039.28268685761,"Daily interest on R71,777.36 @ 9.25% p.a."
2025-06-12,71777.36218776039,62045,0.0925,18.190153431144758,1280.1106525283628,0,False,73057.47284028876,"Daily interest on R71,777.36 @ 9.25% p.a."
2025-06-13,71777.36218776039,62045,0.0925,18.190153431144758,1298.3008059595077,0,False,73075.66299371989,"Daily interest on R71,777.36 @ 9.25% p.a."
2025-06-14,71777.36218776039,62045,0.0925,18.190153431144758,1316.4909593906525,0,False,73093.85314715104,"Daily interest on R71,777.36 @ 9.25% p.a."
2025-06-15,71777.36218776039,62045,0.0925,18.190153431144758,1334.6811128217973,0,False,73112.04330058218,"Daily interest on R71,777.36 @ 9.25% p.a."
2025-06-16,71777.36218776039,62045,0.0925,18.190153431144758,1352.8712662529422,0,False,73130.23345401333,"Daily interest on R71,777.36 @ 9.25% p.a."
2025-06-17,71777.36218776039,62045,0.0925,18.190153431144758,1371.061419684087,0,False,73148.42360744448,"Daily interest on R71,777.36 @ 9.25% p.a."
2025-06-18,71777.36218776039,62045,0.0925,18.190153431144758,1389.2515731152318,0,False,73166.61376087563,"Daily interest on R71,777.36 @ 9.25% p.a."
2025-06-19,71777.36218776039,62045,0.0925,18.190153431144758,1407.4417265463767,0,False,73184.80391430676,"Daily interest on R71,777.36 @ 9.25% p.a."
2025-06-20,71777.36218776039,62045,0.0925,18.190153431144758,1425.6318799775215,0,False,73202.9940677379,"Daily interest on R71,777.36 @ 9.25% p.a."
2025-06-21,71777.36218776039,62045,0.0925,18.190153431144758,1443.8220334086664,0,False,73221.18422116905,"Daily interest on R71,777.36 @ 9.25% p.a."
2025-06-22,71777.36218776039,62045,0.0925,18.190153431144758,1462.0121868398112,0,False,73239.3743746002,"Daily interest on R71,777.36 @ 9.25% p.a."
2025-06-23,71777.36218776039,62045,0.0925,18.190153431144758,1480.202340270956,0,False,73257.56452803135,"Daily interest on R71,777.36 @ 9.25% p.a."
2025-06-24,71777.36218776039,62045,0.0925,18.190153431144758,1498.3924937021009,0,False,73275.7546814625,"Daily interest on R71,777.36 @ 9.25% p.a."
2025-06-25,71777.36218776039,62045,0.0925,18.190153431144758,1516.5826471332457,0,False,73293.94483489363,"Daily interest on R71,777.36 @ 9.25% p.a."
2025-06-26,71777.36218776039,62045,0.0925,18.190153431144758,1534.7728005643905,0,False,73312.13498832477,"Daily interest on R71,777.36 @ 9.25% p.a."
2025-06-27,71777.36218776039,62045,0.0925,18.190153431144758,1552.9629539955354,0,False,73330.32514175592,"Daily interest on R71,777.36 @ 9.25% p.a."
2025-06-28,71777.36218776039,62045,0.0925,18.190153431144758,1571.1531074266802,0,False,73348.51529518707,"Daily interest on R71,777.36 @ 9.25% p.a."
2025-06-29,71777.36218776039,62045,0.0925,18.190153431144758,1589.343260857825,0,False,73366.70544861822,"Daily interest on R71,777.36 @ 9.25% p.a."
2025-06-30,71777.36218776039,62045,0.0925,18.190153431144758,1607.5334142889699,0,True,73384.89560204936,"Daily interest on R71,777.36 @ 9.25% p.a."
2025-07-01,73384.89560204936,62045,0.0875,17.59226949364197,17.59226949364197,0,False,73402.48787154301,"Daily interest on R73,384.90 @ 8.75% p.a."
2025-07-02,74384.89560204936,63045,0.0875,17.831995521039232,35.424265014681204,1000,False,74420.31986706404,"Daily interest on R74,384.90 @ 8.75% p.a."
2025-07-03,74384.89560204936,63045,0.0875,17.831995521039232,53.256260535720436,0,False,74438.15186258509,"Daily interest on R74,384.90 @ 8.75% p.a."
2025-07-04,74384.89560204936,63045,0.0875,17.831995521039232,71.08825605675966,0,False,74455.98385810612,"Daily interest on R74,384.90 @ 8.75% p.a."
2025-07-05,74384.89560204936,63045,0.0875,17.831995521039232,88.9202515777989,0,False,74473.81585362717,"Daily interest on R74,384.90 @ 8.75% p.a."
2025-07-06,74384.89560204936,63045,0.0875,17.831995521039232,106.75224709883813,0,False,74491.6478491482,"Daily interest on R74,384.90 @ 8.75% p.a."
2025-07-07,74384.89560204936,63045,0.0875,17.831995521039232,124.58424261987736,0,False,74509.47984466924,"Daily interest on R74,384.90 @ 8.75% p.a."
2025-07-08,74384.89560204936,63045,0.0875,17.831995521039232,142.4162381409166,0,False,74527.31184019028,"Daily interest on R74,384.90 @ 8.75% p.a."
2025-07-09,74384.89560204936,63045,0.0875,17.831995521039232,160.24823366195582,0,False,74545.14383571132,"Daily interest on R74,384.90 @ 8.75% p.a."
2025-07-10,74384.89560204936,63045,0.0875,17.831995521039232,178.08022918299505,0,False,74562.97583123235,"Daily interest on R74,384.90 @ 8.75% p.a."
2025-07-11,74384.89560204936,63045,0.0875,17.831995521039232,195.9122247040343,0,False,74580.8078267534,"Daily interest on R74,384.90 @ 8.75% p.a."
2025-07-12,74384.89560204936,63045,0.0875,17.831995521039232,213.74422022507352,0,False,74598.63982227443,"Daily interest on R74,384.90 @ 8.75% p.a."
2025-07-13,74384.89560204936,63045,0.0875,17.831995521039232,231.57621574611275,0,False,74616.47181779548,"Daily interest on R74,384.90 @ 8.75% p.a."
2025-07-14,74384.89560204936,63045,0.0875,17.831995521039232,249.40821126715198,0,False,74634.30381331651,"Daily interest on R74,384.90 @ 8.75% p.a."
2025-07-15,74384.89560204936,63045,0.0875,17.831995521039232,267.24020678819124,0,False,74652.13580883756,"Daily interest on R74,384.90 @ 8.75% p.a."
2025-07-16,74384.89560204936,63045,0.0875,17.831995521039232,285.0722023092305,0,False,74669.96780435859,"Daily interest on R74,384.90 @ 8.75% p.a."
2025-07-17,74384.89560204936,63045,0.0875,17.831995521039232,302.9041978302697,0,False,74687.79979987963,"Daily interest on R74,384.90 @ 8.75% p.a."
2025-07-18,74384.89560204936,63045,0.0875,17.831995521039232,320.73619335130894,0,False,74705.63179540067,"Daily interest on R74,384.90 @ 8.75% p.a."
2025-07-19,74384.89560204936,63045,0.0875,17.831995521039232,338.5681888723482,0,False,74723.46379092171,"Daily interest on R74,384.90 @ 8.75% p.a."
2025-07-20,74384.89560204936,63045,0.0875,17.831995521039232,356.4001843933874,0,False,74741.29578644274,"Daily interest on R74,384.90 @ 8.75% p.a."
2025-07-21,74384.89560204936,63045,0.0875,17.831995521039232,374.23217991442664,0,False,74759.12778196379,"Daily interest on R74,384.90 @ 8.75% p.a."
2025-07-22,74384.89560204936,63045,0.0875,17.831995521039232,392.06417543546587,0,False,74776.95977748484,"Daily interest on R74,384.90 @ 8.75% p.a."
